id,title,private
156548,중요 폴더를 정기적으로 자동 백업하는 Windows 전용 프로그램 · 위시켓(Wishket) - 프로젝트 최,False
156563,골프장 블라인드 홀 CCTV 연동 안드로이드 태블릿 앱 개발 (백엔드 없음) · 위시켓(Wishket) - ,False
156567,글로벌 의료 정보 플랫폼 MVP 구축 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레이드하여 ,False
156570,아이허브 API 연동 쿠폰 시스템 구축 및 영문 로컬라이징 · 위시켓(Wishket) - 프로젝트 최신 브라,False
156571,건설사 브랜드 웹사이트 구축 및 ERP 연동 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레이,False
156572,Framer 기반 유저 테스트용 인터랙티브 프로토타입 제작 · 위시켓(Wishket) - 프로젝트 최신 브라,False
156575,Wordpress 기반 웨비나 플랫폼 서버 안정화 및 기능 개선 · 위시켓(Wishket) - 프로젝트 최신,False
156576,시니어·아이 대상 택시 호출 앱 React Native 프론트엔드 개발 · 위시켓(Wishket) - 프로젝,False
156578,"과외 브랜드 사이트 및 학생관리, AI 자동화 웹 플랫폼 구축 · 위시켓(Wishket) - 프로젝트 최신 ",False
156582,해커톤을 함께할 디자이너 구인 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레이드하여 더 원활,False
156594,TM 마케터용 모바일 인터넷 전화 기반 CRM 및 AI 녹취 앱 신규 구축 · 위시켓(Wishket) - 프,False
156596,장독대 부착형 스마트 벤트 클립(IoT 센서) 기구/회로 설계 및 펌웨어 개발 · 위시켓(Wishket) -,False
156602,OCR 증권 분석 및 LLM 과실 판단 기능이 포함된 설계사 구독형 앱 개발 · 위시켓(Wishket) - ,False
156607,주거실태조사 데이터 기반 TFT 시계열 예측 모델 개발 · 위시켓(Wishket) - 프로젝트 최신 브라우저,False
156608,프랜차이즈 가맹점 정보 수집 및 데이터 전산화 시스템 구축 · 위시켓(Wishket) - 프로젝트 최신 브라,False
156611,청년주택 운영관리 통합 플랫폼(App/Web) 구축 프로젝트 · 위시켓(Wishket) - 프로젝트 최신 브,False
156614,AI 학습용 데이터 수집 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레이드하여 더 원활하게 ,False
156620,금융 분야 B2B 웹 서비스 UI 디자인 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레이드하,False
156626,건설사 PQ(사업수행능력평가) 업무 자동화 및 데이터 관리 프로그램 구축 · 위시켓(Wishket) - 프로,False
156627,카페24기반 여성 의류 쇼핑몰 자사몰 구매 전환 최적화 컨설팅 및 UX 기획 · 위시켓(Wishket) - ,False
156628,고도몰 기반 가구 쇼핑몰 전면 UI/UX 리뉴얼 및 스킨 퍼블리싱 · 위시켓(Wishket) - 프로젝트 최,False
156633,AI 위험성평가 RAG 엔진 고도화 및 민감도 데이터 연동 · 위시켓(Wishket) - 프로젝트 최신 브라,False
156640,수영 기록 측정용 웨어러블 디바이스 회로 및 PCB 설계 · 위시켓(Wishket) - 프로젝트 최신 브라우,False
156641,미국 레버리지 주식 조건부 자동매매 로컬 프로그램 개발 · 위시켓(Wishket) - 프로젝트 최신 브라우저,False
156646,업무용 웹 전산 시스템 오류 개선 및 유지보수 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레,False
156647,온라인 악성 게시물 증거 수집 자동화 개발 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레이드,False
156650,전동식 드럼펌프 스마트 PCB 회로 설계 및 펌웨어 개발 · 위시켓(Wishket) - 프로젝트 최신 브라우,False
156652,상품 크롤링 및 해외 플랫폼 자동 리스팅 프로그램 개발 · 위시켓(Wishket) - 프로젝트 최신 브라우저,False
156654,Make/Tally 연동 리포트 자동화 시나리오 구축 · 위시켓(Wishket) - 프로젝트 최신 브라우저로,False
156655,대학 졸업생 취업 지원 및 포트폴리오 아카이빙 플랫폼 개발 · 위시켓(Wishket) - 프로젝트 최신 브라,False
156662,아동 예술작품 디지털 자산화 플랫폼 구축 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레이드하,False
156665,위치 기반 병원 검색 및 다국어 뷰티/의료 독립몰 MVP 구축 · 위시켓(Wishket) - 프로젝트 최신 ,False
156669,학생별 성적 리포트 자동 생성 프로그램 개발 (Word/PDF 출력) · 위시켓(Wishket) - 프로젝트,False
156670,네이버/카카오 맵 API 기반 관광지 모니터링 결과 시각화 웹 구축 · 위시켓(Wishket) - 프로젝트 ,False
156679,소방분기배관 도면 자동 컷팅 및 YBC 벤딩 데이터 변환 프로그램 개발 · 위시켓(Wishket) - 프로젝,False
156682,PHP 기반 스포츠 맞춤형 O2O 플랫폼 구축 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레,False
156688,전력 계량기 IoT 게이트웨이 펌웨어 수정 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레이드,False
156689,자사몰 메인 페이지 리뉴얼 및 어드민 개발 (Spring/JSP) · 위시켓(Wishket) - 프로젝트 최,False
156692,소수력발전소 PLC 마이그레이션(WAGO CoDeSys → LS XGI/XG5000) 기술 컨설팅 · 위시켓,False
156699,그룹사 3개사 통합 홈페이지 구축 및 CMS 개발 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업,False
156703,공공기관 내부 시스템 관리자용 동영상 매뉴얼 제작 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업,False
156706,메타 퀘스트 기반 3D 인터랙티브 산업안전 교육 VR 콘텐츠 개발 · 위시켓(Wishket) - 프로젝트 최,False
156710,공식 홈페이지 고도화 및 고객 관리 시스템 구축 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그,False
156723,Cafe24 기반 다국어(한/영/일) 쇼핑몰 세팅 및 Flutter 하이브리드 앱 구축 · 위시켓(Wishk,False
156727,의료자문 플랫폼 ISMS-P 인증 대응 보안 취약점 조치 (8월 15일 완료 필수) · 위시켓(Wishket,False
156728,태양광·ESS·EV 통합 관제 플랫폼 MVP 구축 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업,False
156736,키오스크-PLC 연동 무인 로봇 결제 시스템 개발 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업,False
156738,자체 개발 학원 운영 프로그램 코드 리뷰 및 오프라인 자문 · 위시켓(Wishket) - 프로젝트 최신 브라,False
156739,워드프레스 기반 기존 웹사이트에 커머스 기능 추가 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업,False
156741,비대면 스마트 서면 설계 웹 시스템 백엔드(API/DB) 및 클라우드(S3) 구축 · 위시켓(Wishket),False
156742,차량용 제어기 케이스 3D 및 2D 기구설계 (Inventor/AutoCAD 필수) · 위시켓(Wishket,False
156743,아임웹 기반 세미나 랜딩페이지 구축 및 인스타그램 광고 세팅 · 위시켓(Wishket) - 프로젝트 최신 브,False
156745,의료기기 규제 대응 사내 Semi-ERP 프론트엔드 및 백엔드 개발 · 위시켓(Wishket) - 프로젝트 ,False
156746,네이버 스마트플레이스 및 예약/ 리틀리 세팅 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레이,False
156748,모바일 캐주얼 게임 비주얼 아트 고도화 (QA 및 모듈 연동) · 위시켓(Wishket) - 프로젝트 최신 ,False
156750,LTE PTT 단말기 하드웨어 회로도(OrCAD) 수정 설계 · 위시켓(Wishket) - 프로젝트 최신 브,False
156754,카페24 기반 쇼핑몰 디자인 커스텀 및 기능 고도화 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 ,False
156763,LoRa 모듈 전환 후 데이터 수신율 저하 원인분석 및 개선 · 위시켓(Wishket) - 프로젝트 최신 브,False
156764,가상자산 거래소 수수료 페이백 서비스 반응형 웹 구축 · 위시켓(Wishket) - 프로젝트 최신 브라우저로,False
156765,AI 상담 서비스 시스템 재구축 및 고도화 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레이드,False
156767,콘텐츠/마케팅 대행사 맞춤형 통합 ERP 구축 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레,False
156770,아임웹 기반 세미나 랜딩페이지 구축 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업그레이드하여 더,False
156775,수배전반 제조사 검사 업무 전산화 및 QMS 플랫폼 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 ,False
156778,블록체인 온체인 데이터 수집 및 가공 백엔드 API 구축 (PoC) · 위시켓(Wishket) - 프로젝트 ,False
156785,전기설비 장비 내장형 PC용 웹 대시보드 UI 및 그래프 퍼블리싱 · 위시켓(Wishket) - 프로젝트 최,False
156786,하이엔드 맞춤형 헬스케어 진단 및 솔루션 앱 구축 · 위시켓(Wishket) - 프로젝트 최신 브라우저로 업,False
